ID,Type,PieceMark,Section,Material,StartX,StartY,StartZ,EndX,EndY,EndZ,Leg_Start,Leg_End
00100345,beam,M345,L40x4,A36,-1.05826,1.05826,7.85,-1.04021,0.0,8.85,"{'ID': '00100358', 'Type': 'beam', 'PieceMark': 'M358', 'Section': 'L130x12', 'Material': 'A36', 'StartX': -1.09167, 'StartY': 1.09167, 'StartZ': 6.0, 'EndX': -1.05826, 'EndY': 1.05826, 'EndZ': 7.85}",
00100346,beam,M346,L40x4,A36,-1.05826,-1.05826,7.85,-1.04021,0.0,8.85,"{'ID': '00100355', 'Type': 'beam', 'PieceMark': 'M355', 'Section': 'L130x12', 'Material': 'A36', 'StartX': -1.09167, 'StartY': -1.09167, 'StartZ': 6.0, 'EndX': -1.05826, 'EndY': -1.05826, 'EndZ': 7.85}",
00100347,beam,M347,L40x4,A36,0.0,-1.04021,8.85,-1.02215,-1.02215,9.85,,"{'ID': '00100331', 'Type': 'beam', 'PieceMark': 'M331', 'Section': 'L130x12', 'Material': 'A36', 'StartX': -1.05826, 'StartY': -1.05826, 'StartZ': 7.85, 'EndX': -1.02215, 'EndY': -1.02215, 'EndZ': 9.85}"
00100348,beam,M348,L40x4,A36,0.0,-1.04021,8.85,1.02215,-1.02215,9.85,,"{'ID': '00100332', 'Type': 'beam', 'PieceMark': 'M332', 'Section': 'L130x12', 'Material': 'A36', 'StartX': 1.05826, 'StartY': -1.05826, 'StartZ': 7.85, 'EndX': 1.02215, 'EndY': -1.02215, 'EndZ': 9.85}"
00100349,beam,M349,L40x4,A36,1.04021,0.0,8.85,1.02215,-1.02215,9.85,,"{'ID': '00100332', 'Type': 'beam', 'PieceMark': 'M332', 'Section': 'L130x12', 'Material': 'A36', 'StartX': 1.05826, 'StartY': -1.05826, 'StartZ': 7.85, 'EndX': 1.02215, 'EndY': -1.02215, 'EndZ': 9.85}"
00100350,beam,M350,L40x4,A36,1.04021,0.0,8.85,1.02215,1.02215,9.85,,"{'ID': '00100333', 'Type': 'beam', 'PieceMark': 'M333', 'Section': 'L130x12', 'Material': 'A36', 'StartX': 1.05826, 'StartY': 1.05826, 'StartZ': 7.85, 'EndX': 1.02215, 'EndY': 1.02215, 'EndZ': 9.85}"
00100351,beam,M351,L40x4,A36,0.0,1.04021,8.85,1.02215,1.02215,9.85,,"{'ID': '00100333', 'Type': 'beam', 'PieceMark': 'M333', 'Section': 'L130x12', 'Material': 'A36', 'StartX': 1.05826, 'StartY': 1.05826, 'StartZ': 7.85, 'EndX': 1.02215, 'EndY': 1.02215, 'EndZ': 9.85}"
00100352,beam,M352,L40x4,A36,0.0,1.04021,8.85,-1.02215,1.02215,9.85,,"{'ID': '00100334', 'Type': 'beam', 'PieceMark': 'M334', 'Section': 'L130x12', 'Material': 'A36', 'StartX': -1.05826, 'StartY': 1.05826, 'StartZ': 7.85, 'EndX': -1.02215, 'EndY': 1.02215, 'EndZ': 9.85}"
00100353,beam,M353,L40x4,A36,-1.04021,0.0,8.85,-1.02215,1.02215,9.85,,"{'ID': '00100334', 'Type': 'beam', 'PieceMark': 'M334', 'Section': 'L130x12', 'Material': 'A36', 'StartX': -1.05826, 'StartY': 1.05826, 'StartZ': 7.85, 'EndX': -1.02215, 'EndY': 1.02215, 'EndZ': 9.85}"
00100354,beam,M354,L40x4,A36,-1.04021,0.0,8.85,-1.02215,-1.02215,9.85,,"{'ID': '00100331', 'Type': 'beam', 'PieceMark': 'M331', 'Section': 'L130x12', 'Material': 'A36', 'StartX': -1.05826, 'StartY': -1.05826, 'StartZ': 7.85, 'EndX': -1.02215, 'EndY': -1.02215, 'EndZ': 9.85}"
00100360,beam,M360,L40x4,A36,-1.09167,-1.09167,6.0,0.0,-1.07497,6.925,"{'ID': '00100379', 'Type': 'beam', 'PieceMark': 'M379', 'Section': 'L140x12', 'Material': 'A36', 'StartX': -1.13139, 'StartY': -1.13139, 'StartZ': 3.8, 'EndX': -1.09167, 'EndY': -1.09167, 'EndZ': 6.0}",
00100361,beam,M361,L40x4,A36,1.09167,-1.09167,6.0,0.0,-1.07497,6.925,"{'ID': '00100380', 'Type': 'beam', 'PieceMark': 'M380', 'Section': 'L140x12', 'Material': 'A36', 'StartX': 1.13139, 'StartY': -1.13139, 'StartZ': 3.8, 'EndX': 1.09167, 'EndY': -1.09167, 'EndZ': 6.0}",
00100363,beam,M363,L40x4,A36,1.09167,-1.09167,6.0,1.07497,0.0,6.925,"{'ID': '00100380', 'Type': 'beam', 'PieceMark': 'M380', 'Section': 'L140x12', 'Material': 'A36', 'StartX': 1.13139, 'StartY': -1.13139, 'StartZ': 3.8, 'EndX': 1.09167, 'EndY': -1.09167, 'EndZ': 6.0}",
00100364,beam,M364,L40x4,A36,1.09167,1.09167,6.0,1.07497,0.0,6.925,"{'ID': '00100381', 'Type': 'beam', 'PieceMark': 'M381', 'Section': 'L140x12', 'Material': 'A36', 'StartX': 1.13139, 'StartY': 1.13139, 'StartZ': 3.8, 'EndX': 1.09167, 'EndY': 1.09167, 'EndZ': 6.0}",
00100366,beam,M366,L40x4,A36,1.09167,1.09167,6.0,0.0,1.07497,6.925,"{'ID': '00100381', 'Type': 'beam', 'PieceMark': 'M381', 'Section': 'L140x12', 'Material': 'A36', 'StartX': 1.13139, 'StartY': 1.13139, 'StartZ': 3.8, 'EndX': 1.09167, 'EndY': 1.09167, 'EndZ': 6.0}",
00100367,beam,M367,L40x4,A36,-1.09167,1.09167,6.0,0.0,1.07497,6.925,"{'ID': '00100382', 'Type': 'beam', 'PieceMark': 'M382', 'Section': 'L140x12', 'Material': 'A36', 'StartX': -1.13139, 'StartY': 1.13139, 'StartZ': 3.8, 'EndX': -1.09167, 'EndY': 1.09167, 'EndZ': 6.0}",
00100369,beam,M369,L40x4,A36,-1.09167,1.09167,6.0,-1.07497,0.0,6.925,"{'ID': '00100382', 'Type': 'beam', 'PieceMark': 'M382', 'Section': 'L140x12', 'Material': 'A36', 'StartX': -1.13139, 'StartY': 1.13139, 'StartZ': 3.8, 'EndX': -1.09167, 'EndY': 1.09167, 'EndZ': 6.0}",
00100370,beam,M370,L40x4,A36,-1.09167,-1.09167,6.0,-1.07497,0.0,6.925,"{'ID': '00100379', 'Type': 'beam', 'PieceMark': 'M379', 'Section': 'L140x12', 'Material': 'A36', 'StartX': -1.13139, 'StartY': -1.13139, 'StartZ': 3.8, 'EndX': -1.09167, 'EndY': -1.09167, 'EndZ': 6.0}",
00100371,beam,M371,L40x4,A36,0.0,-1.07497,6.925,-1.05826,-1.05826,7.85,,"{'ID': '00100355', 'Type': 'beam', 'PieceMark': 'M355', 'Section': 'L130x12', 'Material': 'A36', 'StartX': -1.09167, 'StartY': -1.09167, 'StartZ': 6.0, 'EndX': -1.05826, 'EndY': -1.05826, 'EndZ': 7.85}"
00100372,beam,M372,L40x4,A36,0.0,-1.07497,6.925,1.05826,-1.05826,7.85,,"{'ID': '00100356', 'Type': 'beam', 'PieceMark': 'M356', 'Section': 'L130x12', 'Material': 'A36', 'StartX': 1.09167, 'StartY': -1.09167, 'StartZ': 6.0, 'EndX': 1.05826, 'EndY': -1.05826, 'EndZ': 7.85}"
00100373,beam,M373,L40x4,A36,1.07497,0.0,6.925,1.05826,-1.05826,7.85,,"{'ID': '00100356', 'Type': 'beam', 'PieceMark': 'M356', 'Section': 'L130x12', 'Material': 'A36', 'StartX': 1.09167, 'StartY': -1.09167, 'StartZ': 6.0, 'EndX': 1.05826, 'EndY': -1.05826, 'EndZ': 7.85}"
00100374,beam,M374,L40x4,A36,1.07497,0.0,6.925,1.05826,1.05826,7.85,,"{'ID': '00100357', 'Type': 'beam', 'PieceMark': 'M357', 'Section': 'L130x12', 'Material': 'A36', 'StartX': 1.09167, 'StartY': 1.09167, 'StartZ': 6.0, 'EndX': 1.05826, 'EndY': 1.05826, 'EndZ': 7.85}"
00100375,beam,M375,L40x4,A36,0.0,1.07497,6.925,1.05826,1.05826,7.85,,"{'ID': '00100357', 'Type': 'beam', 'PieceMark': 'M357', 'Section': 'L130x12', 'Material': 'A36', 'StartX': 1.09167, 'StartY': 1.09167, 'StartZ': 6.0, 'EndX': 1.05826, 'EndY': 1.05826, 'EndZ': 7.85}"
00100376,beam,M376,L40x4,A36,0.0,1.07497,6.925,-1.05826,1.05826,7.85,,"{'ID': '00100358', 'Type': 'beam', 'PieceMark': 'M358', 'Section': 'L130x12', 'Material': 'A36', 'StartX': -1.09167, 'StartY': 1.09167, 'StartZ': 6.0, 'EndX': -1.05826, 'EndY': 1.05826, 'EndZ': 7.85}"
00100377,beam,M377,L40x4,A36,-1.07497,0.0,6.925,-1.05826,1.05826,7.85,,"{'ID': '00100358', 'Type': 'beam', 'PieceMark': 'M358', 'Section': 'L130x12', 'Material': 'A36', 'StartX': -1.09167, 'StartY': 1.09167, 'StartZ': 6.0, 'EndX': -1.05826, 'EndY': 1.05826, 'EndZ': 7.85}"
00100378,beam,M378,L40x4,A36,-1.07497,0.0,6.925,-1.05826,-1.05826,7.85,,"{'ID': '00100355', 'Type': 'beam', 'PieceMark': 'M355', 'Section': 'L130x12', 'Material': 'A36', 'StartX': -1.09167, 'StartY': -1.09167, 'StartZ': 6.0, 'EndX': -1.05826, 'EndY': -1.05826, 'EndZ': 7.85}"
00100384,beam,M384,L40x4,A36,-1.13139,-1.13139,3.8,0.0,-1.11153,4.9,"{'ID': '00100403', 'Type': 'beam', 'PieceMark': 'M403', 'Section': 'L140x12', 'Material': 'A36', 'StartX': -1.16569, 'StartY': -1.16569, 'StartZ': 1.9, 'EndX': -1.13139, 'EndY': -1.13139, 'EndZ': 3.8}",
00100385,beam,M385,L40x4,A36,1.13139,-1.13139,3.8,0.0,-1.11153,4.9,"{'ID': '00100404', 'Type': 'beam', 'PieceMark': 'M404', 'Section': 'L140x12', 'Material': 'A36', 'StartX': 1.16569, 'StartY': -1.16569, 'StartZ': 1.9, 'EndX': 1.13139, 'EndY': -1.13139, 'EndZ': 3.8}",
00100387,beam,M387,L40x4,A36,1.13139,-1.13139,3.8,1.11153,0.0,4.9,"{'ID': '00100404', 'Type': 'beam', 'PieceMark': 'M404', 'Section': 'L140x12', 'Material': 'A36', 'StartX': 1.16569, 'StartY': -1.16569, 'StartZ': 1.9, 'EndX': 1.13139, 'EndY': -1.13139, 'EndZ': 3.8}",
00100388,beam,M388,L40x4,A36,1.13139,1.13139,3.8,1.11153,0.0,4.9,"{'ID': '00100405', 'Type': 'beam', 'PieceMark': 'M405', 'Section': 'L140x12', 'Material': 'A36', 'StartX': 1.16569, 'StartY': 1.16569, 'StartZ': 1.9, 'EndX': 1.13139, 'EndY': 1.13139, 'EndZ': 3.8}",
00100390,beam,M390,L40x4,A36,1.13139,1.13139,3.8,0.0,1.11153,4.9,"{'ID': '00100405', 'Type': 'beam', 'PieceMark': 'M405', 'Section': 'L140x12', 'Material': 'A36', 'StartX': 1.16569, 'StartY': 1.16569, 'StartZ': 1.9, 'EndX': 1.13139, 'EndY': 1.13139, 'EndZ': 3.8}",
00100391,beam,M391,L40x4,A36,-1.13139,1.13139,3.8,0.0,1.11153,4.9,"{'ID': '00100406', 'Type': 'beam', 'PieceMark': 'M406', 'Section': 'L140x12', 'Material': 'A36', 'StartX': -1.16569, 'StartY': 1.16569, 'StartZ': 1.9, 'EndX': -1.13139, 'EndY': 1.13139, 'EndZ': 3.8}",
00100393,beam,M393,L40x4,A36,-1.13139,1.13139,3.8,-1.11153,0.0,4.9,"{'ID': '00100406', 'Type': 'beam', 'PieceMark': 'M406', 'Section': 'L140x12', 'Material': 'A36', 'StartX': -1.16569, 'StartY': 1.16569, 'StartZ': 1.9, 'EndX': -1.13139, 'EndY': 1.13139, 'EndZ': 3.8}",
00100394,beam,M394,L40x4,A36,-1.13139,-1.13139,3.8,-1.11153,0.0,4.9,"{'ID': '00100403', 'Type': 'beam', 'PieceMark': 'M403', 'Section': 'L140x12', 'Material': 'A36', 'StartX': -1.16569, 'StartY': -1.16569, 'StartZ': 1.9, 'EndX': -1.13139, 'EndY': -1.13139, 'EndZ': 3.8}",
00100395,beam,M395,L40x4,A36,0.0,-1.11153,4.9,-1.09167,-1.09167,6.0,,"{'ID': '00100379', 'Type': 'beam', 'PieceMark': 'M379', 'Section': 'L140x12', 'Material': 'A36', 'StartX': -1.13139, 'StartY': -1.13139, 'StartZ': 3.8, 'EndX': -1.09167, 'EndY': -1.09167, 'EndZ': 6.0}"
00100396,beam,M396,L40x4,A36,0.0,-1.11153,4.9,1.09167,-1.09167,6.0,,"{'ID': '00100380', 'Type': 'beam', 'PieceMark': 'M380', 'Section': 'L140x12', 'Material': 'A36', 'StartX': 1.13139, 'StartY': -1.13139, 'StartZ': 3.8, 'EndX': 1.09167, 'EndY': -1.09167, 'EndZ': 6.0}"
00100397,beam,M397,L40x4,A36,1.11153,0.0,4.9,1.09167,-1.09167,6.0,,"{'ID': '00100380', 'Type': 'beam', 'PieceMark': 'M380', 'Section': 'L140x12', 'Material': 'A36', 'StartX': 1.13139, 'StartY': -1.13139, 'StartZ': 3.8, 'EndX': 1.09167, 'EndY': -1.09167, 'EndZ': 6.0}"
00100398,beam,M398,L40x4,A36,1.11153,0.0,4.9,1.09167,1.09167,6.0,,"{'ID': '00100381', 'Type': 'beam', 'PieceMark': 'M381', 'Section': 'L140x12', 'Material': 'A36', 'StartX': 1.13139, 'StartY': 1.13139, 'StartZ': 3.8, 'EndX': 1.09167, 'EndY': 1.09167, 'EndZ': 6.0}"
00100399,beam,M399,L40x4,A36,0.0,1.11153,4.9,1.09167,1.09167,6.0,,"{'ID': '00100381', 'Type': 'beam', 'PieceMark': 'M381', 'Section': 'L140x12', 'Material': 'A36', 'StartX': 1.13139, 'StartY': 1.13139, 'StartZ': 3.8, 'EndX': 1.09167, 'EndY': 1.09167, 'EndZ': 6.0}"
00100400,beam,M400,L40x4,A36,0.0,1.11153,4.9,-1.09167,1.09167,6.0,,"{'ID': '00100382', 'Type': 'beam', 'PieceMark': 'M382', 'Section': 'L140x12', 'Material': 'A36', 'StartX': -1.13139, 'StartY': 1.13139, 'StartZ': 3.8, 'EndX': -1.09167, 'EndY': 1.09167, 'EndZ': 6.0}"
00100401,beam,M401,L40x4,A36,-1.11153,0.0,4.9,-1.09167,1.09167,6.0,,"{'ID': '00100382', 'Type': 'beam', 'PieceMark': 'M382', 'Section': 'L140x12', 'Material': 'A36', 'StartX': -1.13139, 'StartY': 1.13139, 'StartZ': 3.8, 'EndX': -1.09167, 'EndY': 1.09167, 'EndZ': 6.0}"
00100402,beam,M402,L40x4,A36,-1.11153,0.0,4.9,-1.09167,-1.09167,6.0,,"{'ID': '00100379', 'Type': 'beam', 'PieceMark': 'M379', 'Section': 'L140x12', 'Material': 'A36', 'StartX': -1.13139, 'StartY': -1.13139, 'StartZ': 3.8, 'EndX': -1.09167, 'EndY': -1.09167, 'EndZ': 6.0}"
00100408,beam,M408,L45x4,A36,-1.16569,-1.16569,1.9,0.0,-1.14854,2.85,"{'ID': '00100432', 'Type': 'beam', 'PieceMark': 'M432', 'Section': 'L140x12', 'Material': 'A36', 'StartX': -1.2, 'StartY': -1.2, 'StartZ': 0.0, 'EndX': -1.16569, 'EndY': -1.16569, 'EndZ': 1.9}",
00100409,beam,M409,L45x4,A36,1.16569,-1.16569,1.9,0.0,-1.14854,2.85,"{'ID': '00100433', 'Type': 'beam', 'PieceMark': 'M433', 'Section': 'L140x12', 'Material': 'A36', 'StartX': 1.2, 'StartY': -1.2, 'StartZ': 0.0, 'EndX': 1.16569, 'EndY': -1.16569, 'EndZ': 1.9}",
00100411,beam,M411,L45x4,A36,1.16569,-1.16569,1.9,1.14854,0.0,2.85,"{'ID': '00100433', 'Type': 'beam', 'PieceMark': 'M433', 'Section': 'L140x12', 'Material': 'A36', 'StartX': 1.2, 'StartY': -1.2, 'StartZ': 0.0, 'EndX': 1.16569, 'EndY': -1.16569, 'EndZ': 1.9}",
00100412,beam,M412,L45x4,A36,1.16569,1.16569,1.9,1.14854,0.0,2.85,"{'ID': '00100434', 'Type': 'beam', 'PieceMark': 'M434', 'Section': 'L140x12', 'Material': 'A36', 'StartX': 1.2, 'StartY': 1.2, 'StartZ': 0.0, 'EndX': 1.16569, 'EndY': 1.16569, 'EndZ': 1.9}",
00100414,beam,M414,L45x4,A36,1.16569,1.16569,1.9,0.0,1.14854,2.85,"{'ID': '00100434', 'Type': 'beam', 'PieceMark': 'M434', 'Section': 'L140x12', 'Material': 'A36', 'StartX': 1.2, 'StartY': 1.2, 'StartZ': 0.0, 'EndX': 1.16569, 'EndY': 1.16569, 'EndZ': 1.9}",
00100415,beam,M415,L45x4,A36,-1.16569,1.16569,1.9,0.0,1.14854,2.85,"{'ID': '00100435', 'Type': 'beam', 'PieceMark': 'M435', 'Section': 'L140x12', 'Material': 'A36', 'StartX': -1.2, 'StartY': 1.2, 'StartZ': 0.0, 'EndX': -1.16569, 'EndY': 1.16569, 'EndZ': 1.9}",
00100417,beam,M417,L45x4,A36,-1.16569,1.16569,1.9,-1.14854,0.0,2.85,"{'ID': '00100435', 'Type': 'beam', 'PieceMark': 'M435', 'Section': 'L140x12', 'Material': 'A36', 'StartX': -1.2, 'StartY': 1.2, 'StartZ': 0.0, 'EndX': -1.16569, 'EndY': 1.16569, 'EndZ': 1.9}",
00100418,beam,M418,L45x4,A36,-1.16569,-1.16569,1.9,-1.14854,0.0,2.85,"{'ID': '00100432', 'Type': 'beam', 'PieceMark': 'M432', 'Section': 'L140x12', 'Material': 'A36', 'StartX': -1.2, 'StartY': -1.2, 'StartZ': 0.0, 'EndX': -1.16569, 'EndY': -1.16569, 'EndZ': 1.9}",
00100424,beam,M424,L45x4,A36,0.0,-1.14854,2.85,-1.13139,-1.13139,3.8,,"{'ID': '00100403', 'Type': 'beam', 'PieceMark': 'M403', 'Section': 'L140x12', 'Material': 'A36', 'StartX': -1.16569, 'StartY': -1.16569, 'StartZ': 1.9, 'EndX': -1.13139, 'EndY': -1.13139, 'EndZ': 3.8}"
00100425,beam,M425,L45x4,A36,0.0,-1.14854,2.85,1.13139,-1.13139,3.8,,"{'ID': '00100404', 'Type': 'beam', 'PieceMark': 'M404', 'Section': 'L140x12', 'Material': 'A36', 'StartX': 1.16569, 'StartY': -1.16569, 'StartZ': 1.9, 'EndX': 1.13139, 'EndY': -1.13139, 'EndZ': 3.8}"
00100426,beam,M426,L45x4,A36,1.14854,0.0,2.85,1.13139,-1.13139,3.8,,"{'ID': '00100404', 'Type': 'beam', 'PieceMark': 'M404', 'Section': 'L140x12', 'Material': 'A36', 'StartX': 1.16569, 'StartY': -1.16569, 'StartZ': 1.9, 'EndX': 1.13139, 'EndY': -1.13139, 'EndZ': 3.8}"
00100427,beam,M427,L45x4,A36,1.14854,0.0,2.85,1.13139,1.13139,3.8,,"{'ID': '00100405', 'Type': 'beam', 'PieceMark': 'M405', 'Section': 'L140x12', 'Material': 'A36', 'StartX': 1.16569, 'StartY': 1.16569, 'StartZ': 1.9, 'EndX': 1.13139, 'EndY': 1.13139, 'EndZ': 3.8}"
00100428,beam,M428,L45x4,A36,0.0,1.14854,2.85,1.13139,1.13139,3.8,,"{'ID': '00100405', 'Type': 'beam', 'PieceMark': 'M405', 'Section': 'L140x12', 'Material': 'A36', 'StartX': 1.16569, 'StartY': 1.16569, 'StartZ': 1.9, 'EndX': 1.13139, 'EndY': 1.13139, 'EndZ': 3.8}"
00100429,beam,M429,L45x4,A36,0.0,1.14854,2.85,-1.13139,1.13139,3.8,,"{'ID': '00100406', 'Type': 'beam', 'PieceMark': 'M406', 'Section': 'L140x12', 'Material': 'A36', 'StartX': -1.16569, 'StartY': 1.16569, 'StartZ': 1.9, 'EndX': -1.13139, 'EndY': 1.13139, 'EndZ': 3.8}"
00100430,beam,M430,L45x4,A36,-1.14854,0.0,2.85,-1.13139,1.13139,3.8,,"{'ID': '00100406', 'Type': 'beam', 'PieceMark': 'M406', 'Section': 'L140x12', 'Material': 'A36', 'StartX': -1.16569, 'StartY': 1.16569, 'StartZ': 1.9, 'EndX': -1.13139, 'EndY': 1.13139, 'EndZ': 3.8}"
00100431,beam,M431,L45x4,A36,-1.14854,0.0,2.85,-1.13139,-1.13139,3.8,,"{'ID': '00100403', 'Type': 'beam', 'PieceMark': 'M403', 'Section': 'L140x12', 'Material': 'A36', 'StartX': -1.16569, 'StartY': -1.16569, 'StartZ': 1.9, 'EndX': -1.13139, 'EndY': -1.13139, 'EndZ': 3.8}"
00100437,beam,M437,L45x4,A36,-1.2,-1.2,0.0,0.0,-1.18285,0.95,"{'ID': '00100432', 'Type': 'beam', 'PieceMark': 'M432', 'Section': 'L140x12', 'Material': 'A36', 'StartX': -1.2, 'StartY': -1.2, 'StartZ': 0.0, 'EndX': -1.16569, 'EndY': -1.16569, 'EndZ': 1.9}",
00100438,beam,M438,L45x4,A36,1.2,-1.2,0.0,0.0,-1.18285,0.95,"{'ID': '00100433', 'Type': 'beam', 'PieceMark': 'M433', 'Section': 'L140x12', 'Material': 'A36', 'StartX': 1.2, 'StartY': -1.2, 'StartZ': 0.0, 'EndX': 1.16569, 'EndY': -1.16569, 'EndZ': 1.9}",
00100440,beam,M440,L45x4,A36,1.2,-1.2,0.0,1.18285,0.0,0.95,"{'ID': '00100433', 'Type': 'beam', 'PieceMark': 'M433', 'Section': 'L140x12', 'Material': 'A36', 'StartX': 1.2, 'StartY': -1.2, 'StartZ': 0.0, 'EndX': 1.16569, 'EndY': -1.16569, 'EndZ': 1.9}",
00100441,beam,M441,L45x4,A36,1.2,1.2,0.0,1.18285,0.0,0.95,"{'ID': '00100434', 'Type': 'beam', 'PieceMark': 'M434', 'Section': 'L140x12', 'Material': 'A36', 'StartX': 1.2, 'StartY': 1.2, 'StartZ': 0.0, 'EndX': 1.16569, 'EndY': 1.16569, 'EndZ': 1.9}",
00100443,beam,M443,L45x4,A36,1.2,1.2,0.0,0.0,1.18285,0.95,"{'ID': '00100434', 'Type': 'beam', 'PieceMark': 'M434', 'Section': 'L140x12', 'Material': 'A36', 'StartX': 1.2, 'StartY': 1.2, 'StartZ': 0.0, 'EndX': 1.16569, 'EndY': 1.16569, 'EndZ': 1.9}",
00100444,beam,M444,L45x4,A36,-1.2,1.2,0.0,0.0,1.18285,0.95,"{'ID': '00100435', 'Type': 'beam', 'PieceMark': 'M435', 'Section': 'L140x12', 'Material': 'A36', 'StartX': -1.2, 'StartY': 1.2, 'StartZ': 0.0, 'EndX': -1.16569, 'EndY': 1.16569, 'EndZ': 1.9}",
00100446,beam,M446,L45x4,A36,-1.2,1.2,0.0,-1.18285,0.0,0.95,"{'ID': '00100435', 'Type': 'beam', 'PieceMark': 'M435', 'Section': 'L140x12', 'Material': 'A36', 'StartX': -1.2, 'StartY': 1.2, 'StartZ': 0.0, 'EndX': -1.16569, 'EndY': 1.16569, 'EndZ': 1.9}",
00100447,beam,M447,L45x4,A36,-1.2,-1.2,0.0,-1.18285,0.0,0.95,"{'ID': '00100432', 'Type': 'beam', 'PieceMark': 'M432', 'Section': 'L140x12', 'Material': 'A36', 'StartX': -1.2, 'StartY': -1.2, 'StartZ': 0.0, 'EndX': -1.16569, 'EndY': -1.16569, 'EndZ': 1.9}",
00100448,beam,M448,L45x4,A36,0.0,-1.18285,0.95,-1.16569,-1.16569,1.9,,"{'ID': '00100432', 'Type': 'beam', 'PieceMark': 'M432', 'Section': 'L140x12', 'Material': 'A36', 'StartX': -1.2, 'StartY': -1.2, 'StartZ': 0.0, 'EndX': -1.16569, 'EndY': -1.16569, 'EndZ': 1.9}"
00100449,beam,M449,L45x4,A36,0.0,-1.18285,0.95,1.16569,-1.16569,1.9,,"{'ID': '00100433', 'Type': 'beam', 'PieceMark': 'M433', 'Section': 'L140x12', 'Material': 'A36', 'StartX': 1.2, 'StartY': -1.2, 'StartZ': 0.0, 'EndX': 1.16569, 'EndY': -1.16569, 'EndZ': 1.9}"
00100450,beam,M450,L45x4,A36,1.18285,0.0,0.95,1.16569,-1.16569,1.9,,"{'ID': '00100433', 'Type': 'beam', 'PieceMark': 'M433', 'Section': 'L140x12', 'Material': 'A36', 'StartX': 1.2, 'StartY': -1.2, 'StartZ': 0.0, 'EndX': 1.16569, 'EndY': -1.16569, 'EndZ': 1.9}"
00100451,beam,M451,L45x4,A36,1.18285,0.0,0.95,1.16569,1.16569,1.9,,"{'ID': '00100434', 'Type': 'beam', 'PieceMark': 'M434', 'Section': 'L140x12', 'Material': 'A36', 'StartX': 1.2, 'StartY': 1.2, 'StartZ': 0.0, 'EndX': 1.16569, 'EndY': 1.16569, 'EndZ': 1.9}"
00100452,beam,M452,L45x4,A36,0.0,1.18285,0.95,1.16569,1.16569,1.9,,"{'ID': '00100434', 'Type': 'beam', 'PieceMark': 'M434', 'Section': 'L140x12', 'Material': 'A36', 'StartX': 1.2, 'StartY': 1.2, 'StartZ': 0.0, 'EndX': 1.16569, 'EndY': 1.16569, 'EndZ': 1.9}"
00100453,beam,M453,L45x4,A36,0.0,1.18285,0.95,-1.16569,1.16569,1.9,,"{'ID': '00100435', 'Type': 'beam', 'PieceMark': 'M435', 'Section': 'L140x12', 'Material': 'A36', 'StartX': -1.2, 'StartY': 1.2, 'StartZ': 0.0, 'EndX': -1.16569, 'EndY': 1.16569, 'EndZ': 1.9}"
00100454,beam,M454,L45x4,A36,-1.18285,0.0,0.95,-1.16569,1.16569,1.9,,"{'ID': '00100435', 'Type': 'beam', 'PieceMark': 'M435', 'Section': 'L140x12', 'Material': 'A36', 'StartX': -1.2, 'StartY': 1.2, 'StartZ': 0.0, 'EndX': -1.16569, 'EndY': 1.16569, 'EndZ': 1.9}"
00100455,beam,M455,L45x4,A36,-1.18285,0.0,0.95,-1.16569,-1.16569,1.9,,"{'ID': '00100432', 'Type': 'beam', 'PieceMark': 'M432', 'Section': 'L140x12', 'Material': 'A36', 'StartX': -1.2, 'StartY': -1.2, 'StartZ': 0.0, 'EndX': -1.16569, 'EndY': -1.16569, 'EndZ': 1.9}"
